idx	Organ_system	ICDCode	ICDCodeDescription
3000	neurologic	I61.0	Nontraumatic intracerebral hemorrhage in hemisphere, subcortical
3001	neurologic	I61.1	Nontraumatic intracerebral hemorrhage in hemisphere, cortical
3002	neurologic	I61.2	Nontraumatic intracerebral hemorrhage in hemisphere, unspecified
3003	neurologic	I61.3	Nontraumatic intracerebral hemorrhage in brain stem
3004	neurologic	I61.4	Nontraumatic intracerebral hemorrhage in cerebellum
3005	neurologic	I61.5	Nontraumatic intracerebral hemorrhage, intraventricular
3006	neurologic	I61.6	Nontraumatic intracerebral hemorrhage, multiple localized
3007	neurologic	I61.8	Other nontraumatic intracerebral hemorrhage
3008	neurologic	I61.9	Nontraumatic intracerebral hemorrhage, unspecified
3009	neurologic	I62.00	Nontraumatic subdural hemorrhage, unspecified
3010	neurologic	I62.01	Nontraumatic acute subdural hemorrhage
3011	neurologic	I62.02	Nontraumatic subacute subdural hemorrhage
3012	neurologic	I62.03	Nontraumatic chronic subdural hemorrhage
3013	neurologic	I62.1	Nontraumatic extradural hemorrhage
3014	neurologic	I62.9	Nontraumatic intracranial hemorrhage, unspecified
3015	neurologic	I63.00	Cerebral infarction due to thrombosis of unspecified precerebral artery
3016	neurologic	I63.011	Cerebral infarction due to thrombosis of right vertebral artery
3017	neurologic	I63.012	Cerebral infarction due to thrombosis of left vertebral artery
3018	neurologic	I63.013	Cerebral infarction due to thrombosis of bilateral vertebral arteries
3019	neurologic	I63.019	Cerebral infarction due to thrombosis of unspecified vertebral artery
3020	neurologic	I63.02	Cerebral infarction due to thrombosis of basilar artery
3021	neurologic	I63.031	Cerebral infarction due to thrombosis of right carotid artery
3022	neurologic	I63.032	Cerebral infarction due to thrombosis of left carotid artery
3023	neurologic	I63.033	Cerebral infarction due to thrombosis of bilateral carotid arteries
3024	neurologic	I63.039	Cerebral infarction due to thrombosis of unspecified carotid artery
3025	neurologic	I63.09	Cerebral infarction due to thrombosis of other precerebral artery
3026	neurologic	I63.10	Cerebral infarction due to embolism of unspecified precerebral artery
3027	neurologic	I63.111	Cerebral infarction due to embolism of right vertebral artery
3028	neurologic	I63.112	Cerebral infarction due to embolism of left vertebral artery
3029	neurologic	I63.113	Cerebral infarction due to embolism of bilateral vertebral arteries
3030	neurologic	I63.119	Cerebral infarction due to embolism of unspecified vertebral artery
3031	neurologic	I63.12	Cerebral infarction due to embolism of basilar artery
3032	neurologic	I63.131	Cerebral infarction due to embolism of right carotid artery
3033	neurologic	I63.132	Cerebral infarction due to embolism of left carotid artery
3034	neurologic	I63.133	Cerebral infarction due to embolism of bilateral carotid arteries
3035	neurologic	I63.139	Cerebral infarction due to embolism of unspecified carotid artery
3036	neurologic	I63.19	Cerebral infarction due to embolism of other precerebral artery
3037	neurologic	I63.20	Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries
3038	neurologic	I63.211	Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery
3039	neurologic	I63.212	Cerebral infarction due to unspecified occlusion or stenosis of left vertebral artery
3040	neurologic	I63.213	Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries
3041	neurologic	I63.219	Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery
3042	neurologic	I63.22	Cerebral infarction due to unspecified occlusion or stenosis of basilar artery
3043	neurologic	I63.231	Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries
3044	neurologic	I63.232	Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries
3045	neurologic	I63.233	Cerebral infarction due to unspecified occlusion or stenosis of bilateral carotid arteries
3046	neurologic	I63.239	Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery
3047	neurologic	I63.29	Cerebral infarction due to unspecified occlusion or stenosis of other precerebral arteries
3048	neurologic	I63.30	Cerebral infarction due to thrombosis of unspecified cerebral artery
3049	neurologic	I63.311	Cerebral infarction due to thrombosis of right middle cerebral artery
3050	neurologic	I63.312	Cerebral infarction due to thrombosis of left middle cerebral artery
3051	neurologic	I63.313	Cerebral infarction due to thrombosis of bilateral middle cerebral arteries
3052	neurologic	I63.319	Cerebral infarction due to thrombosis of unspecified middle cerebral artery
3053	neurologic	I63.321	Cerebral infarction due to thrombosis of right anterior cerebral artery
3054	neurologic	I63.322	Cerebral infarction due to thrombosis of left anterior cerebral artery
3055	neurologic	I63.323	Cerebral infarction due to thrombosis of bilateral anterior cerebral arteries
3056	neurologic	I63.329	Cerebral infarction due to thrombosis of unspecified anterior cerebral artery
3057	neurologic	I63.331	Cerebral infarction due to thrombosis of right posterior cerebral artery
3058	neurologic	I63.332	Cerebral infarction due to thrombosis of left posterior cerebral artery
3059	neurologic	I63.333	Cerebral infarction due to thrombosis of bilateral posterior cerebral arteries
3060	neurologic	I63.339	Cerebral infarction due to thrombosis of unspecified posterior cerebral artery
3061	neurologic	I63.341	Cerebral infarction due to thrombosis of right cerebellar artery
3062	neurologic	I63.342	Cerebral infarction due to thrombosis of left cerebellar artery
3063	neurologic	I63.343	Cerebral infarction due to thrombosis of bilateral cerebellar arteries
3064	neurologic	I63.349	Cerebral infarction due to thrombosis of unspecified cerebellar artery
3065	neurologic	I63.39	Cerebral infarction due to thrombosis of other cerebral artery
3066	neurologic	I63.40	Cerebral infarction due to embolism of unspecified cerebral artery
3067	neurologic	I63.411	Cerebral infarction due to embolism of right middle cerebral artery
3068	neurologic	I63.412	Cerebral infarction due to embolism of left middle cerebral artery
3069	neurologic	I63.413	Cerebral infarction due to embolism of bilateral middle cerebral arteries
3070	neurologic	I63.419	Cerebral infarction due to embolism of unspecified middle cerebral artery
3071	neurologic	I63.421	Cerebral infarction due to embolism of right anterior cerebral artery
3072	neurologic	I63.422	Cerebral infarction due to embolism of left anterior cerebral artery
3073	neurologic	I63.423	Cerebral infarction due to embolism of bilateral anterior cerebral arteries
3074	neurologic	I63.429	Cerebral infarction due to embolism of unspecified anterior cerebral artery
3075	neurologic	I63.431	Cerebral infarction due to embolism of right posterior cerebral artery
3076	neurologic	I63.432	Cerebral infarction due to embolism of left posterior cerebral artery
3077	neurologic	I63.433	Cerebral infarction due to embolism of bilateral posterior cerebral arteries
3078	neurologic	I63.439	Cerebral infarction due to embolism of unspecified posterior cerebral artery
3079	neurologic	I63.441	Cerebral infarction due to embolism of right cerebellar artery
3080	neurologic	I63.442	Cerebral infarction due to embolism of left cerebellar artery
3081	neurologic	I63.443	Cerebral infarction due to embolism of bilateral cerebellar arteries
3082	neurologic	I63.449	Cerebral infarction due to embolism of unspecified cerebellar artery
3083	neurologic	I63.49	Cerebral infarction due to embolism of other cerebral artery
3084	neurologic	I63.50	Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery
3085	neurologic	I63.511	Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery
3086	neurologic	I63.512	Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery
3087	neurologic	I63.513	Cerebral infarction due to unspecified occlusion or stenosis of bilateral middle cerebral arteries
3088	neurologic	I63.519	Cerebral infarction due to unspecified occlusion or stenosis of unspecified middle cerebral artery
3089	neurologic	I63.521	Cerebral infarction due to unspecified occlusion or stenosis of right anterior cerebral artery
3090	neurologic	I63.522	Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery
3091	neurologic	I63.523	Cerebral infarction due to unspecified occlusion or stenosis of bilateral anterior cerebral arteries
3092	neurologic	I63.529	Cerebral infarction due to unspecified occlusion or stenosis of unspecified anterior cerebral artery
3093	neurologic	I63.531	Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery
3094	neurologic	I63.532	Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery
3095	neurologic	I63.533	Cerebral infarction due to unspecified occlusion or stenosis of bilateral posterior cerebral arteries
3096	neurologic	I63.539	Cerebral infarction due to unspecified occlusion or stenosis of unspecified posterior cerebral artery
3097	neurologic	I63.541	Cerebral infarction due to unspecified occlusion or stenosis of right cerebellar artery
3098	neurologic	I63.542	Cerebral infarction due to unspecified occlusion or stenosis of left cerebellar artery
3099	neurologic	I63.543	Cerebral infarction due to unspecified occlusion or stenosis of bilateral cerebellar arteries
3100	neurologic	I63.549	Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebellar artery
3101	neurologic	I63.59	Cerebral infarction due to unspecified occlusion or stenosis of other cerebral artery
3102	neurologic	I63.6	Cerebral infarction due to cerebral venous thrombosis, nonpyogenic
3103	neurologic	I63.8	Other cerebral infarction
3104	neurologic	I63.81	Other cerebral infarction due to occlusion or stenosis of small artery
3105	neurologic	I63.89	Other cerebral infarction
3106	neurologic	I63.9	Cerebral infarction, unspecified
3107	neurologic	I65.01	Occlusion and stenosis of right vertebral artery
3108	neurologic	I65.02	Occlusion and stenosis of left vertebral artery
3109	neurologic	I65.03	Occlusion and stenosis of bilateral vertebral arteries
3110	neurologic	I65.09	Occlusion and stenosis of unspecified vertebral artery
3111	neurologic	I65.1	Occlusion and stenosis of basilar artery
3112	neurologic	I65.21	Occlusion and stenosis of right carotid artery
3113	neurologic	I65.22	Occlusion and stenosis of left carotid artery
3114	neurologic	I65.23	Occlusion and stenosis of bilateral carotid arteries
3115	neurologic	I65.29	Occlusion and stenosis of unspecified carotid artery
3116	neurologic	I65.8	Occlusion and stenosis of other precerebral arteries
3117	neurologic	I65.9	Occlusion and stenosis of unspecified precerebral artery
3118	neurologic	I66.01	Occlusion and stenosis of right middle cerebral artery
3119	neurologic	I66.02	Occlusion and stenosis of left middle cerebral artery
3120	neurologic	I66.03	Occlusion and stenosis of bilateral middle cerebral arteries
3121	neurologic	I66.09	Occlusion and stenosis of unspecified middle cerebral artery
3122	neurologic	I66.11	Occlusion and stenosis of right anterior cerebral artery
3123	neurologic	I66.12	Occlusion and stenosis of left anterior cerebral artery
3124	neurologic	I66.13	Occlusion and stenosis of bilateral anterior cerebral arteries
3125	neurologic	I66.19	Occlusion and stenosis of unspecified anterior cerebral artery
3126	neurologic	I66.21	Occlusion and stenosis of right posterior cerebral artery
3127	neurologic	I66.22	Occlusion and stenosis of left posterior cerebral artery
3128	neurologic	I66.23	Occlusion and stenosis of bilateral posterior cerebral arteries
3129	neurologic	I66.29	Occlusion and stenosis of unspecified posterior cerebral artery
3130	neurologic	I66.3	Occlusion and stenosis of cerebellar arteries
3131	neurologic	I66.8	Occlusion and stenosis of other cerebral arteries
3132	neurologic	I66.9	Occlusion and stenosis of unspecified cerebral artery
3133	neurologic	I67.1	Cerebral aneurysm, nonruptured
3134	neurologic	I67.2	Cerebral atherosclerosis
3135	neurologic	I67.3	Progressive vascular leukoencephalopathy
3136	neurologic	I67.5	Moyamoya disease
3137	neurologic	I67.6	Nonpyogenic thrombosis of intracranial venous system
3138	neurologic	I67.7	Cerebral arteritis, not elsewhere classified
3139	neurologic	I67.81	Acute cerebrovascular insufficiency
3140	neurologic	I67.82	Cerebral ischemia
3141	neurologic	I67.83	Posterior reversible encephalopathy syndrome
3142	neurologic	I67.841	Reversible cerebrovascular vasoconstriction syndrome
3143	neurologic	I67.848	Other cerebrovascular vasospasm and vasoconstriction
3144	neurologic	I67.850	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
3145	neurologic	I67.858	Other hereditary cerebrovascular disease
3146	neurologic	I67.89	Other cerebrovascular disease
3147	neurologic	I67.9	Cerebrovascular disease, unspecified
3148	neurologic	I68.0	Cerebral amyloid angiopathy
3149	neurologic	I68.2	Cerebral arteritis in other diseases classified elsewhere
3150	neurologic	I68.8	Other cerebrovascular disorders in diseases classified elsewhere
3151	neurologic	M89.00	Algoneurodystrophy, unspecified site
3152	neurologic	M89.011	Algoneurodystrophy, right shoulder
3153	neurologic	M89.012	Algoneurodystrophy, left shoulder
3154	neurologic	M89.019	Algoneurodystrophy, unspecified shoulder
3155	neurologic	M89.022	Algoneurodystrophy, left upper arm
3156	neurologic	M89.041	Algoneurodystrophy, right hand
3157	neurologic	M89.042	Algoneurodystrophy, left hand
3158	neurologic	M89.049	Algoneurodystrophy, unspecified hand
3159	neurologic	M89.051	Algoneurodystrophy, right thigh
3160	neurologic	M89.052	Algoneurodystrophy, left thigh
3161	neurologic	M89.059	Algoneurodystrophy, unspecified thigh
3162	neurologic	M89.061	Algoneurodystrophy, right lower leg
3163	neurologic	M89.062	Algoneurodystrophy, left lower leg
3164	neurologic	M89.071	Algoneurodystrophy, right ankle and foot
3165	neurologic	M89.072	Algoneurodystrophy, left ankle and foot
3166	neurologic	M89.08	Algoneurodystrophy, other site
3167	neurologic	M89.09	Algoneurodystrophy, multiple sites
3168	neurologic	R43.0	Anosmia
3169	neurologic	R43.2	Parageusia
3170	neurologic	R43.8	Other disturbances of smell and taste
3171	neurologic	R43.9	Unspecified disturbances of smell and taste
3172	neurologic	R51.	Headache
3173	neurologic	R56.00	Simple febrile convulsions
3174	neurologic	R56.01	Complex febrile convulsions
3175	neurologic	R56.1	Post traumatic seizures
3176	neurologic	R56.9	Unspecified convulsions
3177	pulmonary	486.	PNEUMONIA, ORGANISM UNSPECIFIED
3178	pulmonary	A01.03	Typhoid pneumonia
3179	pulmonary	A02.22	Salmonella pneumonia
3180	pulmonary	A20.2	Pneumonic plague
3181	pulmonary	A21.2	Pulmonary tularemia
3182	pulmonary	A22.1	Pulmonary anthrax
3183	pulmonary	A31.0	Pulmonary mycobacterial infection
3184	pulmonary	A37.00	Whooping cough due to Bordetella pertussis without pneumonia
3185	pulmonary	A37.01	Whooping cough due to Bordetella pertussis with pneumonia
3186	pulmonary	A37.10	Whooping cough due to Bordetella parapertussis without pneumonia
3187	pulmonary	A37.11	Whooping cough due to Bordetella parapertussis with pneumonia
3188	pulmonary	A37.80	Whooping cough due to other Bordetella species without pneumonia
3189	pulmonary	A37.81	Whooping cough due to other Bordetella species with pneumonia
3190	pulmonary	A37.90	Whooping cough, unspecified species without pneumonia
3191	pulmonary	A37.91	Whooping cough, unspecified species with pneumonia
3192	pulmonary	A43.0	Pulmonary nocardiosis
3193	pulmonary	A48.1	Legionnaires' disease
3194	pulmonary	A50.04	Early congenital syphilitic pneumonia
3195	pulmonary	A52.72	Syphilis of lung and bronchus
3196	pulmonary	A54.84	Gonococcal pneumonia
3197	pulmonary	A56.4	Chlamydial infection of pharynx
3198	pulmonary	B01.2	Varicella pneumonia
3199	pulmonary	B05.2	Measles complicated by pneumonia
3200	pulmonary	B06.81	Rubella pneumonia
3201	pulmonary	B08.5	Enteroviral vesicular pharyngitis
3202	pulmonary	B25.0	Cytomegaloviral pneumonitis
3203	pulmonary	B30.2	Viral pharyngoconjunctivitis
3204	pulmonary	B37.1	Pulmonary candidiasis
3205	pulmonary	B38.0	Acute pulmonary coccidioidomycosis
3206	pulmonary	B38.1	Chronic pulmonary coccidioidomycosis
3207	pulmonary	B38.2	Pulmonary coccidioidomycosis, unspecified
3208	pulmonary	B39.0	Acute pulmonary histoplasmosis capsulati
3209	pulmonary	B39.1	Chronic pulmonary histoplasmosis capsulati
3210	pulmonary	B39.2	Pulmonary histoplasmosis capsulati, unspecified
3211	pulmonary	B40.0	Acute pulmonary blastomycosis
3212	pulmonary	B58.3	Pulmonary toxoplasmosis
3213	pulmonary	B59.	Pneumocystosis
3214	pulmonary	B77.81	Ascariasis pneumonia
3215	pulmonary	G47.30	Sleep apnea, unspecified
3216	pulmonary	G47.33	Obstructive sleep apnea (adult) (pediatric)
3217	pulmonary	G47.36	Sleep related hypoventilation in conditions classified elsewhere
3218	pulmonary	G47.39	Other sleep apnea
3219	pulmonary	J00.	Acute nasopharyngitis [common cold]
3220	pulmonary	J01.00	Acute maxillary sinusitis, unspecified
3221	pulmonary	J01.01	Acute recurrent maxillary sinusitis
3222	pulmonary	J01.10	Acute frontal sinusitis, unspecified
3223	pulmonary	J01.11	Acute recurrent frontal sinusitis
3224	pulmonary	J01.20	Acute ethmoidal sinusitis, unspecified
3225	pulmonary	J01.21	Acute recurrent ethmoidal sinusitis
3226	pulmonary	J01.30	Acute sphenoidal sinusitis, unspecified
3227	pulmonary	J01.31	Acute recurrent sphenoidal sinusitis
3228	pulmonary	J01.40	Acute pansinusitis, unspecified
3229	pulmonary	J01.41	Acute recurrent pansinusitis
3230	pulmonary	J01.80	Other acute sinusitis
3231	pulmonary	J01.81	Other acute recurrent sinusitis
3232	pulmonary	J01.90	Acute sinusitis, unspecified
3233	pulmonary	J01.91	Acute recurrent sinusitis, unspecified
3234	pulmonary	J02.0	Streptococcal pharyngitis
3235	pulmonary	J02.8	Acute pharyngitis due to other specified organisms
3236	pulmonary	J02.9	Acute pharyngitis, unspecified
3237	pulmonary	J03.00	Acute streptococcal tonsillitis, unspecified
3238	pulmonary	J03.01	Acute recurrent streptococcal tonsillitis
3239	pulmonary	J03.80	Acute tonsillitis due to other specified organisms
3240	pulmonary	J03.81	Acute recurrent tonsillitis due to other specified organisms
3241	pulmonary	J03.90	Acute tonsillitis, unspecified
3242	pulmonary	J03.91	Acute recurrent tonsillitis, unspecified
3243	pulmonary	J04.0	Acute laryngitis
3244	pulmonary	J04.10	Acute tracheitis without obstruction
3245	pulmonary	J04.11	Acute tracheitis with obstruction
3246	pulmonary	J04.2	Acute laryngotracheitis
3247	pulmonary	J04.30	Supraglottitis, unspecified, without obstruction
3248	pulmonary	J05.0	Acute obstructive laryngitis [croup]
3249	pulmonary	J05.10	Acute epiglottitis without obstruction
3250	pulmonary	J05.11	Acute epiglottitis with obstruction
3251	pulmonary	J06.0	Acute laryngopharyngitis
3252	pulmonary	J06.9	Acute upper respiratory infection, unspecified
3253	pulmonary	J09.X1	Influenza due to identified novel influenza A virus with pneumonia
3254	pulmonary	J09.X2	Influenza due to identified novel influenza A virus with other respiratory manifestations
3255	pulmonary	J09.X3	Influenza due to identified novel influenza A virus with gastrointestinal manifestations
3256	pulmonary	J09.X9	Influenza due to identified novel influenza A virus with other manifestations
3257	pulmonary	J10.00	Influenza due to other identified influenza virus with unspecified type of pneumonia
3258	pulmonary	J10.01	Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia
3259	pulmonary	J10.08	Influenza due to other identified influenza virus with other specified pneumonia
3260	pulmonary	J10.1	Influenza due to other identified influenza virus with other respiratory manifestations
3261	pulmonary	J10.2	Influenza due to other identified influenza virus with gastrointestinal manifestations
3262	pulmonary	J10.81	Influenza due to other identified influenza virus with encephalopathy
3263	pulmonary	J10.82	Influenza due to other identified influenza virus with myocarditis
3264	pulmonary	J10.83	Influenza due to other identified influenza virus with otitis media
3265	pulmonary	J10.89	Influenza due to other identified influenza virus with other manifestations
3266	pulmonary	J11.00	Influenza due to unidentified influenza virus with unspecified type of pneumonia
3267	pulmonary	J11.08	Influenza due to unidentified influenza virus with specified pneumonia
3268	pulmonary	J11.1	Influenza due to unidentified influenza virus with other respiratory manifestations
3269	pulmonary	J11.2	Influenza due to unidentified influenza virus with gastrointestinal manifestations
3270	pulmonary	J11.81	Influenza due to unidentified influenza virus with encephalopathy
3271	pulmonary	J11.82	Influenza due to unidentified influenza virus with myocarditis
3272	pulmonary	J11.83	Influenza due to unidentified influenza virus with otitis media
3273	pulmonary	J11.89	Influenza due to unidentified influenza virus with other manifestations
3274	pulmonary	J12.0	Adenoviral pneumonia
3275	pulmonary	J12.1	Respiratory syncytial virus pneumonia
3276	pulmonary	J12.2	Parainfluenza virus pneumonia
3277	pulmonary	J12.3	Human metapneumovirus pneumonia
3278	pulmonary	J12.81	Pneumonia due to SARS-associated coronavirus
3279	pulmonary	J12.82	Pneumonia due to coronavirus disease 2019
3280	pulmonary	J12.89	Other viral pneumonia
3281	pulmonary	J12.9	Viral pneumonia, unspecified
3282	pulmonary	J13.	Pneumonia due to Streptococcus pneumoniae
3283	pulmonary	J14.	Pneumonia due to Hemophilus influenzae
3284	pulmonary	J15.0	Pneumonia due to Klebsiella pneumoniae
3285	pulmonary	J15.1	Pneumonia due to Pseudomonas
3286	pulmonary	J15.20	Pneumonia due to staphylococcus, unspecified
3287	pulmonary	J15.211	Pneumonia due to Methicillin susceptible Staphylococcus aureus
3288	pulmonary	J15.212	Pneumonia due to Methicillin resistant Staphylococcus aureus
3289	pulmonary	J15.29	Pneumonia due to other staphylococcus
3290	pulmonary	J15.3	Pneumonia due to streptococcus, group B
3291	pulmonary	J15.4	Pneumonia due to other streptococci
3292	pulmonary	J15.5	Pneumonia due to Escherichia coli
3293	pulmonary	J15.6	Pneumonia due to other Gram-negative bacteria
3294	pulmonary	J15.7	Pneumonia due to Mycoplasma pneumoniae
3295	pulmonary	J15.8	Pneumonia due to other specified bacteria
3296	pulmonary	J15.9	Unspecified bacterial pneumonia
3297	pulmonary	J16.0	Chlamydial pneumonia
3298	pulmonary	J16.8	Pneumonia due to other specified infectious organisms
3299	pulmonary	J17.	Pneumonia in diseases classified elsewhere
3300	pulmonary	J18.0	Bronchopneumonia, unspecified organism
3301	pulmonary	J18.1	Lobar pneumonia, unspecified organism
3302	pulmonary	J18.2	Hypostatic pneumonia, unspecified organism
3303	pulmonary	J18.8	Other pneumonia, unspecified organism
3304	pulmonary	J18.9	Pneumonia, unspecified organism
3305	pulmonary	J20.0	Acute bronchitis due to Mycoplasma pneumoniae
3306	pulmonary	J20.1	Acute bronchitis due to Hemophilus influenzae
3307	pulmonary	J20.2	Acute bronchitis due to streptococcus
3308	pulmonary	J20.3	Acute bronchitis due to coxsackievirus
3309	pulmonary	J20.4	Acute bronchitis due to parainfluenza virus
3310	pulmonary	J20.5	Acute bronchitis due to respiratory syncytial virus
3311	pulmonary	J20.6	Acute bronchitis due to rhinovirus
3312	pulmonary	J20.7	Acute bronchitis due to echovirus
3313	pulmonary	J20.8	Acute bronchitis due to other specified organisms
3314	pulmonary	J20.9	Acute bronchitis, unspecified
3315	pulmonary	J21.0	Acute bronchiolitis due to respiratory syncytial virus
3316	pulmonary	J21.1	Acute bronchiolitis due to human metapneumovirus
3317	pulmonary	J22.	Unspecified acute lower respiratory infection
3318	pulmonary	J31.1	Chronic nasopharyngitis
3319	pulmonary	J31.2	Chronic pharyngitis
3320	pulmonary	J32.0	Chronic maxillary sinusitis
3321	pulmonary	J32.1	Chronic frontal sinusitis
3322	pulmonary	J32.2	Chronic ethmoidal sinusitis
3323	pulmonary	J32.3	Chronic sphenoidal sinusitis
3324	pulmonary	J32.4	Chronic pansinusitis
3325	pulmonary	J32.8	Other chronic sinusitis
3326	pulmonary	J32.9	Chronic sinusitis, unspecified
3327	pulmonary	J33.1	Polypoid sinus degeneration
3328	pulmonary	J35.01	Chronic tonsillitis
3329	pulmonary	J35.02	Chronic adenoiditis
3330	pulmonary	J35.03	Chronic tonsillitis and adenoiditis
3331	pulmonary	J37.0	Chronic laryngitis
3332	pulmonary	J37.1	Chronic laryngotracheitis
3333	pulmonary	J40.	Bronchitis, not specified as acute or chronic
3334	pulmonary	J41.0	Simple chronic bronchitis
3335	pulmonary	J41.1	Mucopurulent chronic bronchitis
3336	pulmonary	J41.8	Mixed simple and mucopurulent chronic bronchitis
3337	pulmonary	J42.	Unspecified chronic bronchitis
3338	pulmonary	J43.0	Unilateral pulmonary emphysema [MacLeod's syndrome]
3339	pulmonary	J43.1	Panlobular emphysema
3340	pulmonary	J43.2	Centrilobular emphysema
3341	pulmonary	J43.8	Other emphysema
3342	pulmonary	J43.9	Emphysema, unspecified
3343	pulmonary	J44.0	Chronic obstructive pulmonary disease with (acute) lower respiratory infection
3344	pulmonary	J44.1	Chronic obstructive pulmonary disease with (acute) exacerbation
3345	pulmonary	J44.9	Chronic obstructive pulmonary disease, unspecified
3346	pulmonary	J45.20	Mild intermittent asthma, uncomplicated
3347	pulmonary	J45.21	Mild intermittent asthma with (acute) exacerbation
3348	pulmonary	J45.22	Mild intermittent asthma with status asthmaticus
3349	pulmonary	J45.30	Mild persistent asthma, uncomplicated
3350	pulmonary	J45.31	Mild persistent asthma with (acute) exacerbation
3351	pulmonary	J45.32	Mild persistent asthma with status asthmaticus
3352	pulmonary	J45.40	Moderate persistent asthma, uncomplicated
3353	pulmonary	J45.41	Moderate persistent asthma with (acute) exacerbation
3354	pulmonary	J45.42	Moderate persistent asthma with status asthmaticus
3355	pulmonary	J45.50	Severe persistent asthma, uncomplicated
3356	pulmonary	J45.51	Severe persistent asthma with (acute) exacerbation
3357	pulmonary	J45.52	Severe persistent asthma with status asthmaticus
3358	pulmonary	J45.901	Unspecified asthma with (acute) exacerbation
3359	pulmonary	J45.902	Unspecified asthma with status asthmaticus
3360	pulmonary	J45.909	Unspecified asthma, uncomplicated
3361	pulmonary	J45.990	Exercise induced bronchospasm
3362	pulmonary	J45.991	Cough variant asthma
3363	pulmonary	J45.998	Other asthma
3364	pulmonary	J47.0	Bronchiectasis with acute lower respiratory infection
3365	pulmonary	J47.1	Bronchiectasis with (acute) exacerbation
3366	pulmonary	J47.9	Bronchiectasis, uncomplicated
3367	pulmonary	J68.0	Bronchitis and pneumonitis due to chemicals, gases, fumes and vapors
3368	pulmonary	J80.	Acute respiratory distress syndrome
3369	pulmonary	J82.	Pulmonary eosinophilia, not elsewhere classified
3370	pulmonary	J82.81	Chronic eosinophilic pneumonia
3371	pulmonary	J82.82	Acute eosinophilic pneumonia
3372	pulmonary	J82.83	Eosinophilic asthma
3373	pulmonary	J84.111	Idiopathic interstitial pneumonia, not otherwise specified
3374	pulmonary	J84.116	Cryptogenic organizing pneumonia
3375	pulmonary	J84.117	Desquamative interstitial pneumonia
3376	pulmonary	J84.2	Lymphoid interstitial pneumonia
3377	pulmonary	J85.1	Abscess of lung with pneumonia
3378	pulmonary	J85.2	Abscess of lung without pneumonia
3379	pulmonary	J95.851	Ventilator associated pneumonia
3380	pulmonary	J96.00	Acute respiratory failure, unspecified whether with hypoxia or hypercapnia
3381	pulmonary	J96.01	Acute respiratory failure with hypoxia
3382	pulmonary	J96.02	Acute respiratory failure with hypercapnia
3383	pulmonary	J96.10	Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia
3384	pulmonary	J96.11	Chronic respiratory failure with hypoxia
3385	pulmonary	J96.12	Chronic respiratory failure with hypercapnia
3386	pulmonary	J96.20	Acute and chronic respiratory failure, unspecified whether with hypoxia or hypercapnia
3387	pulmonary	J96.21	Acute and chronic respiratory failure with hypoxia
3388	pulmonary	J96.22	Acute and chronic respiratory failure with hypercapnia
3389	pulmonary	J96.90	Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia
3390	pulmonary	J96.91	Respiratory failure, unspecified with hypoxia
3391	pulmonary	J96.92	Respiratory failure, unspecified with hypercapnia
3392	pulmonary	J98.2	Interstitial emphysema
3393	pulmonary	J98.3	Compensatory emphysema
3394	pulmonary	J98.8	Other specified respiratory disorders
3395	pulmonary	P25.0	Interstitial emphysema originating in the perinatal period
3396	pulmonary	P25.8	Other conditions related to interstitial emphysema originating in the perinatal period
3397	pulmonary	R05.	Cough
3398	pulmonary	R06.00	Dyspnea, unspecified
3399	pulmonary	R06.01	Orthopnea
3400	pulmonary	R06.02	Shortness of breath
3401	pulmonary	R06.03	Acute respiratory distress
3402	pulmonary	R06.09	Other forms of dyspnea
3403	pulmonary	R06.89	Other abnormalities of breathing
3404	pulmonary	R06.9	Unspecified abnormalities of breathing
3405	pulmonary	R07.0	Pain in throat
3406	pulmonary	R09.3	Abnormal sputum
3407	pulmonary	R09.82	Postnasal drip
3408	pulmonary	Z87.01	Personal history of pneumonia (recurrent)
3409	renal	585.9	CHRONIC KIDNEY DISEASE, UNSPECIFIED
3410	renal	A18.11	Tuberculosis of kidney and ureter
3411	renal	A36.84	Diphtheritic tubulo-interstitial nephropathy
3412	renal	A51.44	Secondary syphilitic nephritis
3413	renal	A54.21	Gonococcal infection of kidney and ureter
3414	renal	B52.0	Plasmodium malariae malaria with nephropathy
3415	renal	B58.83	Toxoplasma tubulo-interstitial nephropathy
